Code Officiel Région;Nom Officiel Région;Code Officiel Commune / Arrondissement Municipal;Nom Officiel Commune / Arrondissement Municipal;Population municipale;Population comptée à part;Population totale;Code Officiel Département;Code Officiel Arrondissement Départemental;Année de recensement;Année d’entrée en vigueur;Année de référence géographique;Nom Officiel EPCI;Code Officiel EPCI;Nom Officiel Département
84;Auvergne-Rhône-Alpes;38442;Saint-Pierre-de-Chartreuse;989;27;1016;38;001;2018;2021;2020;CC Cœur de Chartreuse;200040111;Isère
84;Auvergne-Rhône-Alpes;38443;Saint-Pierre-de-Chérennes;462;12;474;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38467;Salagnon;1436;38;1474;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38505;Thodure;757;14;771;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38529;Vaulnaveys-le-Haut;3902;60;3962;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38008;Ambel;28;0;28;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38010;Annoisin-Chatelans;686;18;704;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38297;Arandon-Passins;1828;42;1870;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38044;Biol;1436;41;1477;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38204;Lalley;193;5;198;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38205;Lans-en-Vercors;2664;121;2785;38;001;2018;2021;2020;CC du Massif du Vercors;243801024;Isère
84;Auvergne-Rhône-Alpes;38219;Marcollin;658;16;674;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38223;Maubec;1765;62;1827;38;002;2018;2021;2020;CA Porte de l'Isère (C.A.P.I);243800604;Isère
84;Auvergne-Rhône-Alpes;38248;Montaud;533;21;554;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38282;Optevoz;858;27;885;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38289;Oz;224;4;228;38;001;2018;2021;2020;CC de l'Oisans;243800745;Isère
84;Auvergne-Rhône-Alpes;38298;Le Péage-de-Roussillon;6588;60;6648;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38324;Primarette;717;18;735;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38341;Rochetoirin;1104;40;1144;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38346;Royas;398;7;405;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38420;Saint-Martin-de-Vaulserre;254;5;259;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38427;Saint-Michel-de-Saint-Geoirs;301;4;305;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38463;Saint-Vérand;1716;38;1754;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38469;La Salette-Fallavaux;67;0;67;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38489;Siévoz;135;2;137;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38494;Soleymieu;780;20;800;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38062;La Buissière;700;12;712;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38070;Le Champ-près-Froges;1186;14;1200;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38080;Charancieu;769;20;789;38;002;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38086;Chasselay;405;8;413;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38134;Cour-et-Buis;906;19;925;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38190;Hières-sur-Amby;1166;28;1194;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38193;L' Isle-d'Abeau;16169;308;16477;38;002;2018;2021;2020;CA Porte de l'Isère (C.A.P.I);243800604;Isère
84;Auvergne-Rhône-Alpes;38212;Livet-et-Gavet;1300;8;1308;38;001;2018;2021;2020;CC de l'Oisans;243800745;Isère
84;Auvergne-Rhône-Alpes;38276;Nivolas-Vermelle;2649;69;2718;38;002;2018;2021;2020;CA Porte de l'Isère (C.A.P.I);243800604;Isère
84;Auvergne-Rhône-Alpes;38299;Pellafol;137;2;139;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38301;Percy;172;4;176;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38314;Pontcharra;7376;171;7547;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38345;Rovon;609;10;619;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38348;Ruy-Montceau;4606;106;4712;38;002;2018;2021;2020;CA Porte de l'Isère (C.A.P.I);243800604;Isère
84;Auvergne-Rhône-Alpes;38352;Saint-Alban-de-Roche;2056;59;2115;38;002;2018;2021;2020;CA Porte de l'Isère (C.A.P.I);243800604;Isère
84;Auvergne-Rhône-Alpes;38357;Saint-André-le-Gaz;2777;147;2924;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38498;Succieu;733;21;754;38;002;2018;2021;2020;CA Porte de l'Isère (C.A.P.I);243800604;Isère
84;Auvergne-Rhône-Alpes;38503;La Terrasse;2524;131;2655;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38518;Valbonnais;501;12;513;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38526;Vatilieu;362;11;373;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38537;La Verpillière;7305;88;7393;38;002;2018;2021;2020;CA Porte de l'Isère (C.A.P.I);243800604;Isère
84;Auvergne-Rhône-Alpes;38542;Veyssilieu;333;15;348;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38520;Valencogne;691;20;711;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38531;Velanne;543;6;549;38;002;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38544;Vienne;29583;339;29922;38;003;2018;2021;2020;CA Vienne Condrieu;200077014;Isère
84;Auvergne-Rhône-Alpes;38019;Auberives-sur-Varèze;1482;29;1511;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38020;Auris;185;4;189;38;001;2018;2021;2020;CC de l'Oisans;243800745;Isère
84;Auvergne-Rhône-Alpes;38033;Beaulieu;636;18;654;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38039;Bernin;3044;104;3148;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38084;Charnècles;1405;26;1431;38;001;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38124;Corbelin;2210;46;2256;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38140;Crolles;8260;253;8513;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38235;Miribel-Lanchâtre;445;8;453;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38249;Montbonnot-Saint-Martin;5306;560;5866;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38266;La Motte-Saint-Martin;449;9;458;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38325;Proveysieux;509;9;518;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38330;Quincieu;101;1;102;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38379;Saint-Clair-sur-Galaure;276;8;284;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38419;Saint-Martin-de-Clelles;189;2;191;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38424;Saint-Maurice-en-Trièves;161;3;164;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38449;Saint-Quentin-Fallavier;6083;64;6147;38;002;2018;2021;2020;CA Porte de l'Isère (C.A.P.I);243800604;Isère
84;Auvergne-Rhône-Alpes;38567;Chamrousse;403;5;408;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38085;Charvieu-Chavagneux;10029;84;10113;38;002;2018;2021;2020;CC Lyon Saint Exupéry en Dauphiné;243800935;Isère
84;Auvergne-Rhône-Alpes;38106;Cholonge;337;9;346;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38113;Clelles;541;6;547;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38159;Eydoche;536;13;549;38;002;2018;2021;2020;CC de Bièvre Est;243801073;Isère
84;Auvergne-Rhône-Alpes;38173;Le Freney-d'Oisans;249;7;256;38;001;2018;2021;2020;CC de l'Oisans;243800745;Isère
84;Auvergne-Rhône-Alpes;38280;Notre-Dame-de-Vaulx;515;21;536;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38288;Oytier-Saint-Oblas;1653;31;1684;38;003;2018;2021;2020;CC des Collines du Nord Dauphiné;243801255;Isère
84;Auvergne-Rhône-Alpes;38291;Pajay;1147;17;1164;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38479;Porte-des-Bonnevaux;2008;52;2060;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38321;Prébois;164;8;172;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38347;Roybon;1150;27;1177;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38354;Saint-Albin-de-Vaulserre;403;5;408;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38374;Saint-Chef;3637;106;3743;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38388;Saint-Georges-de-Commiers;2406;31;2437;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38436;Saint-Paul-de-Varces;2222;40;2262;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38459;Saint-Sorlin-de-Vienne;877;7;884;38;003;2018;2021;2020;CA Vienne Condrieu;200077014;Isère
84;Auvergne-Rhône-Alpes;38486;Seyssins;7783;107;7890;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38488;Siccieu-Saint-Julien-et-Carisieu;580;16;596;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38492;Sinard;704;22;726;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38553;Villefontaine;18808;270;19078;38;002;2018;2021;2020;CA Porte de l'Isère (C.A.P.I);243800604;Isère
84;Auvergne-Rhône-Alpes;38561;Viriville;1647;31;1678;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38040;Besse;133;1;134;38;001;2018;2021;2020;CC de l'Oisans;243800745;Isère
84;Auvergne-Rhône-Alpes;38042;Bévenais;1015;20;1035;38;002;2018;2021;2020;CC de Bièvre Est;243801073;Isère
84;Auvergne-Rhône-Alpes;38043;Bilieu;1560;43;1603;38;002;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38053;Bourgoin-Jallieu;28494;602;29096;38;002;2018;2021;2020;CA Porte de l'Isère (C.A.P.I);243800604;Isère
84;Auvergne-Rhône-Alpes;38082;Charavines;1914;46;1960;38;002;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38103;Chichilianne;307;2;309;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38112;Clavans-en-Haut-Oisans;100;1;101;38;001;2018;2021;2020;CC de l'Oisans;243800745;Isère
84;Auvergne-Rhône-Alpes;38118;Colombe;1596;43;1639;38;002;2018;2021;2020;CC de Bièvre Est;243801073;Isère
84;Auvergne-Rhône-Alpes;38160;Eyzin-Pinet;2272;115;2387;38;003;2018;2021;2020;CA Vienne Condrieu;200077014;Isère
84;Auvergne-Rhône-Alpes;38175;Froges;3361;59;3420;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38180;Gillonnay;1012;38;1050;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38208;Lavars;149;3;152;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38238;Moidieu-Détourbe;1914;42;1956;38;003;2018;2021;2020;CA Vienne Condrieu;200077014;Isère
84;Auvergne-Rhône-Alpes;38412;Saint-Laurent-du-Pont;4520;102;4622;38;001;2018;2021;2020;CC Cœur de Chartreuse;200040111;Isère
84;Auvergne-Rhône-Alpes;38429;Saint-Michel-les-Portes;275;7;282;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38476;Savas-Mépin;896;10;906;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38497;Sousville;142;0;142;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38501;Tencin;2112;23;2135;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38552;Villard-Saint-Christophe;405;12;417;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38563;Voiron;20248;496;20744;38;001;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38511;Le Touvet;3203;102;3305;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38532;Vénérieu;892;10;902;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38536;Vernioz;1346;25;1371;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38551;Villard-Reymond;42;1;43;38;001;2018;2021;2020;CC de l'Oisans;243800745;Isère
84;Auvergne-Rhône-Alpes;38011;Anthon;1073;13;1086;38;002;2018;2021;2020;CC Lyon Saint Exupéry en Dauphiné;243800935;Isère
84;Auvergne-Rhône-Alpes;38029;La Bâtie-Montgascon;1932;41;1973;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38052;Le Bourg-d'Oisans;3267;102;3369;38;001;2018;2021;2020;CC de l'Oisans;243800745;Isère
84;Auvergne-Rhône-Alpes;38068;Champagnier;1214;30;1244;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38090;Château-Bernard;268;5;273;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38147;Doissin;875;25;900;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38172;Four;1582;32;1614;38;002;2018;2021;2020;CA Porte de l'Isère (C.A.P.I);243800604;Isère
84;Auvergne-Rhône-Alpes;38174;La Frette;1091;23;1114;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38187;Le Gua;1793;25;1818;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38218;Marcilloles;1140;20;1160;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38230;Meyrié;1024;42;1066;38;002;2018;2021;2020;CA Porte de l'Isère (C.A.P.I);243800604;Isère
84;Auvergne-Rhône-Alpes;38232;Meyssiez;638;12;650;38;003;2018;2021;2020;CA Vienne Condrieu;200077014;Isère
84;Auvergne-Rhône-Alpes;38303;La Pierre;570;5;575;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38308;Plan;263;2;265;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38334;Revel;1313;43;1356;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38337;Rives;6606;82;6688;38;001;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38478;Séchilienne;1051;13;1064;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38034;Beaurepaire;4953;83;5036;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38059;Brié-et-Angonnes;2554;42;2596;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38277;Notre-Dame-de-Commiers;520;6;526;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38281;Noyarey;2216;76;2292;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38307;Pisieu;525;9;534;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38315;Le Pont-de-Beauvoisin;3582;142;3724;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38372;Saint-Bueil;723;10;733;38;002;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
